"cod_unico","hda_nombre","NDVI","NBR","Alerta_Combustion"
"CA011891000010",NA,NA,NA,NA
"CA01140600002A",NA,NA,NA,NA
"CA011562000001",NA,NA,NA,NA
"CA01131500005A",NA,NA,NA,NA
"CA010595000003",NA,NA,NA,NA
"CA010595000002",NA,NA,NA,NA
"CA010595000001",NA,NA,NA,NA
"CA010575000001",NA,NA,NA,NA
"CA010522000002",NA,NA,NA,NA
"CA011942000290",NA,NA,NA,NA
"CA011942000222",NA,NA,NA,NA
"CA01001400004C",NA,NA,NA,NA
"CA010304000116",NA,NA,NA,NA
"CA001946000080",NA,NA,NA,NA
"CA011947000250",NA,NA,NA,NA
"CA011947000590",NA,NA,NA,NA
"CA011947000890",NA,NA,NA,NA
"CA010304000107",NA,NA,NA,NA
"CA011948000920",NA,NA,NA,NA
"CA011948000630",NA,NA,NA,NA
"CA011948000950",NA,NA,NA,NA
"CA01184900001A",NA,NA,NA,NA
"CA011948000080",NA,NA,NA,NA
"CA011948000660",NA,NA,NA,NA
"CA011948000700",NA,NA,NA,NA
"CA011948000750",NA,NA,NA,NA
"CA011948000880",NA,NA,NA,NA
"CA011948000040",NA,NA,NA,NA
"CA01030100925A",NA,NA,NA,NA
"CA01030100925A",NA,NA,NA,NA
"CA01113500001A",NA,NA,NA,NA
"CA01068500001A",NA,NA,NA,NA
"CA011353000001",NA,NA,NA,NA
"CA011948000960",NA,NA,NA,NA
"CA010637000005",NA,NA,NA,NA
"CA011935000001",NA,NA,NA,NA
"CA011424000003",NA,NA,NA,NA
"CA011946000040",NA,NA,NA,NA
"CA011946000010",NA,NA,NA,NA
"CA011946000090",NA,NA,NA,NA
"CA011946000030",NA,NA,NA,NA
"CA011946000060",NA,NA,NA,NA
"CA011946000050",NA,NA,NA,NA
"CA011946000070",NA,NA,NA,NA
"CA011947000300",NA,NA,NA,NA
"CA011947000630",NA,NA,NA,NA
"CA012044000750",NA,NA,NA,NA
"CA010879000003",NA,NA,NA,NA
"CA010494000001",NA,NA,NA,NA
"CA011771000010",NA,NA,NA,NA
"CA011948000060",NA,NA,NA,NA
"CA011948000050",NA,NA,NA,NA
"CA011948000010",NA,NA,NA,NA
"CA011948000860",NA,NA,NA,NA
"CA01063800004D",NA,NA,NA,NA
"CA01049400001A",NA,NA,NA,NA
"CA011211000005",NA,NA,NA,NA
"CA011211000004",NA,NA,NA,NA
"CA011942000212",NA,NA,NA,NA
"CA010628000006",NA,NA,NA,NA
"CA011882000036",NA,NA,NA,NA
"CA011947000470",NA,NA,NA,NA
"CA011936000001",NA,NA,NA,NA
"CA012044000700",NA,NA,NA,NA
"CA01030300008G",NA,NA,NA,NA
"CA011948000690",NA,NA,NA,NA
"CA011948000680",NA,NA,NA,NA
"CA011948000900",NA,NA,NA,NA
"CA011947000610",NA,NA,NA,NA
"CA011947000860",NA,NA,NA,NA
"CA011947000570",NA,NA,NA,NA
"CA011947000880",NA,NA,NA,NA
"CA011947000810",NA,NA,NA,NA
"CA011947000510",NA,NA,NA,NA
"CA01091700009B",NA,NA,NA,NA
"CA01025200040A",NA,NA,NA,NA
"CA011063000001",NA,NA,NA,NA
"CA011947000830",NA,NA,NA,NA
"CA011947000210",NA,NA,NA,NA
"CA011947000140",NA,NA,NA,NA
"CA011666000002",NA,NA,NA,NA
"CA01166600001A",NA,NA,NA,NA
"CA011307000018",NA,0.842171802078249,0.713452725796929,"BAJA (Cultivo Sano/Húmedo)"
"CA010003000054",NA,NA,NA,NA
"CA01016400002A",NA,NA,NA,NA
"CA011406000004",NA,NA,NA,NA
"CA010252000041",NA,NA,NA,NA
"CA011947000110",NA,NA,NA,NA
"CA011947000120",NA,NA,NA,NA
"CA011947000220",NA,NA,NA,NA
"CA011947000130",NA,NA,NA,NA
"CA011709000001",NA,NA,NA,NA
"CA012017000001",NA,NA,NA,NA
"CA011942000360",NA,NA,NA,NA
"CA011942000370",NA,NA,NA,NA
"CA011942000310",NA,NA,NA,NA
"CA01043600010A",NA,NA,NA,NA
"CA011656000002",NA,NA,NA,NA
"CA011657000001",NA,NA,NA,NA
"CA01178100005A",NA,NA,NA,NA
"CA011942000320",NA,NA,NA,NA
"CA011124000005",NA,NA,NA,NA
"CA01211800002C",NA,NA,NA,NA
"CA011124000006",NA,NA,NA,NA
"CA011948000730",NA,NA,NA,NA
"CA01194800890A",NA,NA,NA,NA
"CA010230000009",NA,NA,NA,NA
"CA010230000010",NA,NA,NA,NA
"CA011942000111",NA,NA,NA,NA
"CA011942000112",NA,NA,NA,NA
"CA01194800890B",NA,NA,NA,NA
"CA011947000100",NA,NA,NA,NA
"CA011947000310",NA,NA,NA,NA
"CA011947000540",NA,NA,NA,NA
"CA011947000520",NA,NA,NA,NA
"CA011947000840",NA,NA,NA,NA
"CA011947000150",NA,NA,NA,NA
"CA01097900056A",NA,NA,NA,NA
"CA01013900002A",NA,NA,NA,NA
"CA011664000001",NA,NA,NA,NA
"CA01030300026A",NA,NA,NA,NA
"CA01030200905B",NA,NA,NA,NA
"CA011539000023",NA,NA,NA,NA
"CA010014000001",NA,NA,NA,NA
"CA012044000660",NA,NA,NA,NA
"CA012044000640",NA,NA,NA,NA
"CA012044000680",NA,NA,NA,NA
"CA012044000690",NA,NA,NA,NA
"CA012044000720",NA,NA,NA,NA
"CA012044000710",NA,NA,NA,NA
"CA012044000920",NA,NA,NA,NA
"CA012044000910",NA,NA,NA,NA
"CA012386000001",NA,NA,NA,NA
"CA010716000006",NA,NA,NA,NA
"CA010451000007",NA,NA,NA,NA
"CA012386000002",NA,NA,NA,NA
"CA011668000001",NA,NA,NA,NA
"CA010667000005",NA,NA,NA,NA
"CA011942000231",NA,NA,NA,NA
"CA010280000009",NA,NA,NA,NA
"CA010197000003",NA,NA,NA,NA
"CA01044300001A",NA,NA,NA,NA
"CA010443000001",NA,NA,NA,NA
"CA011207000036",NA,NA,NA,NA
"CA01001400005A",NA,NA,NA,NA
"CA01022400001A",NA,NA,NA,NA
"CA011307000016",NA,0.836492772841219,0.725167789761165,"BAJA (Cultivo Sano/Húmedo)"
"CA010956000001",NA,NA,NA,NA
"CA010302000903",NA,NA,NA,NA
"CA01120700031A",NA,NA,NA,NA
"CA010638000008",NA,NA,NA,NA
"CA012287000002",NA,NA,NA,NA
"CA010110000003",NA,NA,NA,NA
"CA01030400106T",NA,NA,NA,NA
"CA011479000015",NA,NA,NA,NA
"CA01030400111T",NA,NA,NA,NA
"CA010251000007",NA,NA,NA,NA
"CA01030200903A",NA,NA,NA,NA
"CA011207000039",NA,NA,NA,NA
"CA011207000031",NA,NA,NA,NA
"CA01001400005A",NA,NA,NA,NA
"CA010736000001",NA,NA,NA,NA
"CA011891000009",NA,NA,NA,NA
"CA010304000109",NA,NA,NA,NA
"CA010139000001",NA,NA,NA,NA
"CA010110000002",NA,NA,NA,NA
"CA01211800003B",NA,NA,NA,NA
"CA01013900003B",NA,NA,NA,NA
"CA01010600708E",NA,NA,NA,NA
"CA01030400101A",NA,NA,NA,NA
"CA010301000924",NA,NA,NA,NA
"CA01121100008A",NA,NA,NA,NA
"CA01120700037A",NA,NA,NA,NA
"CA01121100011A",NA,NA,NA,NA
"CA01121100010A",NA,NA,NA,NA
"CA01121100010B",NA,NA,NA,NA
"CA010545000007",NA,NA,NA,NA
"CA010230000006",NA,NA,NA,NA
"CA012118000006",NA,NA,NA,NA
"CA012118000007",NA,NA,NA,NA
"CA01120700034A",NA,NA,NA,NA
"CA011207000033",NA,NA,NA,NA
"CA01014100105A",NA,NA,NA,NA
"CA010197000005",NA,NA,NA,NA
"CA010978000006",NA,NA,NA,NA
"CA010436000014",NA,NA,NA,NA
"CA012118000004",NA,NA,NA,NA
"CA010003000051",NA,NA,NA,NA
"CA01207600060A",NA,NA,NA,NA
"CA010858000026",NA,NA,NA,NA
"CA01121100010A",NA,NA,NA,NA
"CA012237000001",NA,NA,NA,NA
"CA010598000001",NA,NA,NA,NA
"CA01019700028A",NA,NA,NA,NA
"CA010003000053",NA,NA,NA,NA
"CA012044000710",NA,NA,NA,NA
"CA010374000002",NA,0.276632648699858,-0.0730133628198017,"INTERMEDIA"
"CA010374000001",NA,0.311832399459622,-0.0354020420788015,"INTERMEDIA"
"CA010374000001",NA,0.266773549853371,-0.0687467905287922,"INTERMEDIA"
"CA012246000001",NA,NA,NA,NA
"CA012246000002",NA,NA,NA,NA
"CA010451000008",NA,NA,NA,NA
"CA01008900003A",NA,NA,NA,NA
"CA01008900003B",NA,NA,NA,NA
"CA010667000002",NA,NA,NA,NA
"CA01066700001B",NA,NA,NA,NA
"CA011039000001",NA,NA,NA,NA
"CA01098500003A",NA,NA,NA,NA
"CA012251000003",NA,NA,NA,NA
"CA012251000001",NA,NA,NA,NA
"CA012251000004",NA,NA,NA,NA
"CA010003000056",NA,NA,NA,NA
"CA012213000009",NA,NA,NA,NA
"CA012213000007",NA,NA,NA,NA
"CA011211000011",NA,NA,NA,NA
"CA011032000001",NA,NA,NA,NA
"CA010224000001",NA,NA,NA,NA
"CA01030200908A",NA,NA,NA,NA
"CA010667000011",NA,NA,NA,NA
"CA011353000002",NA,NA,NA,NA
"CA010304000120",NA,NA,NA,NA
"CA01035600413A",NA,NA,NA,NA
"CA011836000001",NA,NA,NA,NA
"CA012274000001",NA,NA,NA,NA
"CA01063700005B",NA,NA,NA,NA
"CA011942000380",NA,NA,NA,NA
"CA011942000380",NA,NA,NA,NA
"CA011539000004",NA,NA,NA,NA
"CA01211800002D",NA,NA,NA,NA
"CA010003000068",NA,NA,NA,NA
"CA010164000002",NA,NA,NA,NA
"CA012237000002",NA,NA,NA,NA
"CA012280000006",NA,NA,NA,NA
"CA012279000001",NA,NA,NA,NA
"CA01030100924F",NA,NA,NA,NA
"CA01121100008B",NA,NA,NA,NA
"CA01120700035B",NA,NA,NA,NA
"CA01120700036C",NA,NA,NA,NA
"CA01042400006A",NA,NA,NA,NA
"CA01177100001C",NA,NA,NA,NA
"CA01177100001B",NA,NA,NA,NA
"CA011771000006",NA,NA,NA,NA
"CA01177100008A",NA,NA,NA,NA
"CA011771000004",NA,NA,NA,NA
"CA011771000002",NA,NA,NA,NA
"CA011771000005",NA,NA,NA,NA
"CA01087900003A",NA,NA,NA,NA
"CA011895000001",NA,NA,NA,NA
"CA01042400004A",NA,NA,NA,NA
"CA01062500004A",NA,NA,NA,NA
"CA011729000001",NA,NA,NA,NA
"CA011286000002",NA,NA,NA,NA
"CA01177100001C",NA,NA,NA,NA
"CA011771000001",NA,NA,NA,NA
"CA01052200002A",NA,NA,NA,NA
"CA011709000002",NA,NA,NA,NA
"CA011600000007",NA,NA,NA,NA
"CA01194800910A",NA,NA,NA,NA
"CA011947000082",NA,NA,NA,NA
"CA01103200001A",NA,NA,NA,NA
"CA01130700013A",NA,0.70212726620262,0.42613155980324,"BAJA (Cultivo Sano/Húmedo)"
"CA01177100003A",NA,NA,NA,NA
"CA01032400002A",NA,NA,NA,NA
"CA01052200004A",NA,NA,NA,NA
"CA01177100005B",NA,NA,NA,NA
"CA01085800017A",NA,NA,NA,NA
"CA012277000001",NA,NA,NA,NA
"CA01177100008B",NA,NA,NA,NA
"CA01221300010Z",NA,NA,NA,NA
"CA01120700033D",NA,NA,NA,NA
"CA01030200903Z",NA,NA,NA,NA
"CA01030200904A",NA,NA,NA,NA
"CA01030200904A",NA,NA,NA,NA
"CA01030400117F",NA,NA,NA,NA
"CA010304000121",NA,NA,NA,NA
"CA012279000002",NA,NA,NA,NA
"CA01013000022A",NA,NA,NA,NA
"CA01010600704A",NA,NA,NA,NA
"CA012213000005",NA,NA,NA,NA
"CA01135300001B",NA,NA,NA,NA
"CA01177100007A",NA,NA,NA,NA
"CA011211000001",NA,NA,NA,NA
"CA012118000005",NA,NA,NA,NA
"CA010030000001",NA,NA,NA,NA
"CA011942000151",NA,NA,NA,NA
"CA01030200903C",NA,NA,NA,NA
"CA010101000401",NA,NA,NA,NA
"CA01211800007A",NA,NA,NA,NA
"CA010522000004",NA,NA,NA,NA
"CA011839000007",NA,NA,NA,NA
"CA010443000003",NA,NA,NA,NA
"CA011948000910",NA,NA,NA,NA
"CA01169000002B",NA,NA,NA,NA
"CA01169000002A",NA,NA,NA,NA
"CA010003000067",NA,NA,NA,NA
"CA01000300067Z",NA,NA,NA,NA
"CA01030100924A",NA,NA,NA,NA
"CA010985000003",NA,NA,NA,NA
"CA011922000001",NA,NA,NA,NA
"CA010304000104",NA,NA,NA,NA
"CA01030400110A",NA,NA,NA,NA
"CA012347000007",NA,NA,NA,NA
"CA012347000002",NA,NA,NA,NA
"CA01234700003A",NA,NA,NA,NA
"CA012347000003",NA,NA,NA,NA
"CA012347000005",NA,NA,NA,NA
"CA012347000006",NA,NA,NA,NA
"CA012347000004",NA,NA,NA,NA
"CA010302000906",NA,NA,NA,NA
"CA01120700033B",NA,NA,NA,NA
"CA01019700030A",NA,NA,NA,NA
"CA01030300019A",NA,NA,NA,NA
"CA010303000027",NA,NA,NA,NA
"CA011947000230",NA,NA,NA,NA
"CA011948000670",NA,NA,NA,NA
"CA011948000770",NA,NA,NA,NA
"CA011948000780",NA,NA,NA,NA
"CA01022400004E",NA,NA,NA,NA
"CA01043600011B",NA,NA,NA,NA
"CA010494000002",NA,NA,NA,NA
"CA010494000002",NA,NA,NA,NA
"CA010494000002",NA,NA,NA,NA
"CA010460000001",NA,NA,NA,NA
"CA01211800007Z",NA,NA,NA,NA
"CA01194800860A",NA,NA,NA,NA
"CA011839000006",NA,NA,NA,NA
"CA011947000490",NA,NA,NA,NA
"CA011947000280",NA,NA,NA,NA
"CA011947000480",NA,NA,NA,NA
"CA011849000001",NA,NA,NA,NA
"CA01204400700A",NA,NA,NA,NA
"CA01030400120E",NA,NA,NA,NA
"CA012213000011",NA,NA,NA,NA
"CA01221300005A",NA,NA,NA,NA
"CA012280000007",NA,NA,NA,NA
"CA012279000005",NA,NA,NA,NA
"CA011947000160",NA,NA,NA,NA
"CA010667000012",NA,NA,NA,NA
"CA01066700001A",NA,NA,NA,NA
"CA011600000001",NA,NA,NA,NA
"CA010424000006",NA,NA,NA,NA
"CA010424000005",NA,NA,NA,NA
"CA01234700007A",NA,NA,NA,NA
"CA01234700007B",NA,NA,NA,NA
"CA011353000004",NA,NA,NA,NA
"CA012287000001",NA,NA,NA,NA
"CA012287000006",NA,NA,NA,NA
"CA012287000008",NA,NA,NA,NA
"CA010304000115",NA,NA,NA,NA
"CA01017300003B",NA,NA,NA,NA
"CA01189100003A",NA,NA,NA,NA
"CA01070100001A",NA,NA,NA,NA
"CA010701000001",NA,NA,NA,NA
"CA012380000002",NA,NA,NA,NA
"CA012379000002",NA,NA,NA,NA
"CA012379000001",NA,NA,NA,NA
"CA01066700012A",NA,NA,NA,NA
"CA01013900003B",NA,NA,NA,NA
"CA01013900003B",NA,NA,NA,NA
"CA01030300012A",NA,NA,NA,NA
"CA010836000001",NA,NA,NA,NA
"CA01227900004B",NA,NA,NA,NA
"CA010324000002",NA,NA,NA,NA
"CA01030300019B",NA,NA,NA,NA
"CA01030300019B",NA,NA,NA,NA
"CA010303000026",NA,NA,NA,NA
"CA01030300027A",NA,NA,NA,NA
"CA01030400123F",NA,NA,NA,NA
"CA01030400125F",NA,NA,NA,NA
"CA01030400124F",NA,NA,NA,NA
"CA01010600707Y",NA,NA,NA,NA
"CA01030300014F",NA,NA,NA,NA
"CA01030300027F",NA,NA,NA,NA
"CA012213000013",NA,NA,NA,NA
"CA01030300012F",NA,NA,NA,NA
"CA01030300008W",NA,NA,NA,NA
"CA01030400105D",NA,NA,NA,NA
"CA011211000008",NA,NA,NA,NA
"CA011781000004",NA,NA,NA,NA
"CA01103700010C",NA,NA,NA,NA
"CA01103700010A",NA,NA,NA,NA
"CA010197000021",NA,NA,NA,NA
"CA011349000001",NA,NA,NA,NA
"CA010324000004",NA,NA,NA,NA
"CA01010600703Y",NA,NA,NA,NA
"CA010230000011",NA,NA,NA,NA
"CA010667000004",NA,NA,NA,NA
"CA01025200040A",NA,NA,NA,NA
"CA01019700030B",NA,NA,NA,NA
"CA012118000004",NA,NA,NA,NA
"CA012118000004",NA,NA,NA,NA
"CA012118000004",NA,NA,NA,NA
"CA01211800005Z",NA,NA,NA,NA
"CA01211800005Z",NA,NA,NA,NA
"CA01211800005A",NA,NA,NA,NA
"CA01211800005Y",NA,NA,NA,NA
"CA010014000006",NA,NA,NA,NA
"CA011771000008",NA,NA,NA,NA
"CA011207000045",NA,NA,NA,NA
"CA011655000005",NA,NA,NA,NA
"CA01016400003B",NA,NA,NA,NA
"CA01016400003A",NA,NA,NA,NA
"CA010773000093",NA,NA,NA,NA
"CA010773000093",NA,NA,NA,NA
"CA01077300093A",NA,NA,NA,NA
"CA010794000016",NA,NA,NA,NA
"CA01194700580C",NA,NA,NA,NA
"CA01119500001A",NA,NA,NA,NA
"CA01043600010B",NA,NA,NA,NA
"CA012016000001",NA,NA,NA,NA
"CA01030100926F",NA,NA,NA,NA
"CA01030200906A",NA,NA,NA,NA
"CA01013000024D",NA,NA,NA,NA
"CA01030100922G",NA,NA,NA,NA
"CA01013000022F",NA,NA,NA,NA
"CA01013000018F",NA,NA,NA,NA
"CA01030400122F",NA,NA,NA,NA
"CA01030400104F",NA,NA,NA,NA
"CA01030300013F",NA,NA,NA,NA
"CA01030300026F",NA,NA,NA,NA
"CA01030100922F",NA,NA,NA,NA
"CA01030200907F",NA,NA,NA,NA
"CA01062800008A",NA,NA,NA,NA
"CA01045100008A",NA,NA,NA,NA
"CA01118600056A",NA,NA,NA,NA
"CA01001400004B",NA,NA,NA,NA
"CA01001400004A",NA,NA,NA,NA
"CA01134900001A",NA,NA,NA,NA
"CA011600000011",NA,NA,NA,NA
"CA011600000014",NA,NA,NA,NA
"CA01194700580A",NA,NA,NA,NA
"CA011600000003",NA,NA,NA,NA
"CA010436000016",NA,NA,NA,NA
"CA01071600005A",NA,NA,NA,NA
"CA01025000017A",NA,NA,NA,NA
"CB000B02000002",NA,NA,NA,NA
"CB000B02000002",NA,NA,NA,NA
"CB000B0200002B",NA,NA,NA,NA
"CB000B05000003",NA,NA,NA,NA
"CB000B05000003",NA,NA,NA,NA
"CB000B07000014",NA,NA,NA,NA
"CB000B07000014",NA,NA,NA,NA
"CB000B03000003",NA,NA,NA,NA
"CB000B03000003",NA,NA,NA,NA
"CB000B03000003",NA,NA,NA,NA
"CB00000700100A",NA,NA,NA,NA
"CB00000700112A",NA,NA,NA,NA
"CB000007000101",NA,NA,NA,NA
"CB000007000101",NA,NA,NA,NA
"CB000007000107",NA,NA,NA,NA
"CB000007000107",NA,NA,NA,NA
"CB000007000107",NA,NA,NA,NA
"CB000007000107",NA,NA,NA,NA
"CB000007000104",NA,NA,NA,NA
"CB000007000104",NA,NA,NA,NA
"CB000853000002",NA,NA,NA,NA
"CB000853000002",NA,NA,NA,NA
"CB000831000570",NA,NA,NA,NA
"CB000831000570",NA,NA,NA,NA
"CB000831000540",NA,NA,NA,NA
"CB000007000111",NA,NA,NA,NA
"CB00000700111A",NA,NA,NA,NA
"CB000847000611",NA,NA,NA,NA
"CB000847000611",NA,NA,NA,NA
"CB000821000210",NA,NA,NA,NA
"CB000821000210",NA,NA,NA,NA
"CB000821000223",NA,NA,NA,NA
"CB000852000411",NA,NA,NA,NA
"CB000852000411",NA,NA,NA,NA
"CB000852000422",NA,NA,NA,NA
"CB000852000422",NA,NA,NA,NA
"CB000852000370",NA,NA,NA,NA
"CB000852000290",NA,NA,NA,NA
"CB000852000292",NA,NA,NA,NA
"CB000852000292",NA,NA,NA,NA
"CB000852000281",NA,NA,NA,NA
"CB00075100007C",NA,NA,NA,NA
"CB000751000003",NA,NA,NA,NA
"CB000751000003",NA,NA,NA,NA
"CB000751000003",NA,NA,NA,NA
"CB000751000025",NA,NA,NA,NA
"CB000751000025",NA,NA,NA,NA
"CB000751000027",NA,NA,NA,NA
"CB000751000027",NA,NA,NA,NA
"CB000751000026",NA,NA,NA,NA
"CB000751000027",NA,NA,NA,NA
"CB000751000023",NA,NA,NA,NA
"CB000751000023",NA,NA,NA,NA
"CB000751000024",NA,NA,NA,NA
"CB000852000065",NA,NA,NA,NA
"CB000852000270",NA,NA,NA,NA
"CB000852000270",NA,NA,NA,NA
"CB000852000270",NA,NA,NA,NA
"CB000852000270",NA,NA,NA,NA
"CB000007000106",NA,NA,NA,NA
"CB000007000106",NA,NA,NA,NA
"CB000007000106",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000852000300",NA,NA,NA,NA
"CB000821000195",NA,NA,NA,NA
"CB000821000195",NA,NA,NA,NA
"CB000849000211",NA,NA,NA,NA
"CB000751000006",NA,NA,NA,NA
"CB000751000006",NA,NA,NA,NA
"CB000751000006",NA,NA,NA,NA
"CB000751000006",NA,NA,NA,NA
"CB000751000001",NA,NA,NA,NA
"CB000751000002",NA,NA,NA,NA
"CB000751000002",NA,NA,NA,NA
"CB000751000002",NA,NA,NA,NA
"CB000752000008",NA,NA,NA,NA
"CB000847000690",NA,NA,NA,NA
"CB000847000690",NA,NA,NA,NA
"CB000847000690",NA,NA,NA,NA
"CB00085200270B",NA,NA,NA,NA
"CB000831000570",NA,NA,NA,NA
"CB000751000027",NA,NA,NA,NA
"CB000751000027",NA,NA,NA,NA
"CB000751000026",NA,NA,NA,NA
"CB000751000024",NA,NA,NA,NA
"CB000751000024",NA,NA,NA,NA
"CB000751000011",NA,NA,NA,NA
"CB000751000014",NA,NA,NA,NA
"CB000751000014",NA,NA,NA,NA
"CB000751000014",NA,NA,NA,NA
"CB000751000014",NA,NA,NA,NA
"CB000751000022",NA,NA,NA,NA
"CB000751000022",NA,NA,NA,NA
"CB00085300001A",NA,NA,NA,NA
"CB00085300001A",NA,NA,NA,NA
"CB00085300001A",NA,NA,NA,NA
"CB00085300001A",NA,NA,NA,NA
"CB000752000007",NA,NA,NA,NA
"CB000752000001",NA,NA,NA,NA
"CB000752000003",NA,NA,NA,NA
"CB000752000001",NA,NA,NA,NA
"CB000752000001",NA,NA,NA,NA
"CB000752000001",NA,NA,NA,NA
"CB000752000001",NA,NA,NA,NA
"CB00075200001A",NA,NA,NA,NA
"CB00075200001A",NA,NA,NA,NA
"CB00075200001A",NA,NA,NA,NA
"CB000852000161",NA,NA,NA,NA
"CB000852000161",NA,NA,NA,NA
"CB000852000161",NA,NA,NA,NA
"CB000849000130",NA,NA,NA,NA
"CB000849000120",NA,NA,NA,NA
"CB000849000120",NA,NA,NA,NA
"CB000849000120",NA,NA,NA,NA
"CB000849000120",NA,NA,NA,NA
"CB000849000110",NA,NA,NA,NA
"CB000849000110",NA,NA,NA,NA
"CB000849000110",NA,NA,NA,NA
"CB000849000110",NA,NA,NA,NA
"CB000849000110",NA,NA,NA,NA
"CB000752000004",NA,NA,NA,NA
"CB000752000004",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000852000070",NA,NA,NA,NA
"CB000853000007",NA,NA,NA,NA
"CB000853000007",NA,NA,NA,NA
"CB000853000007",NA,NA,NA,NA
"CB000853000007",NA,NA,NA,NA
"CB00075100011B",NA,NA,NA,NA
"CB00075100011B",NA,NA,NA,NA
"CB000751000030",NA,NA,NA,NA
"CB00075100004A",NA,NA,NA,NA
"CB00075100004A",NA,NA,NA,NA
"CB000751000008",NA,NA,NA,NA
"CB000751000008",NA,NA,NA,NA
"CB000751000008",NA,NA,NA,NA
"CB000852000081",NA,NA,NA,NA
"CB000852000081",NA,NA,NA,NA
"CB00085200160A",NA,NA,NA,NA
"CB00085200160B",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000831000560",NA,NA,NA,NA
"CB000849000050",NA,NA,NA,NA
"CB000849000050",NA,NA,NA,NA
"CB000849000050",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000849000041",NA,NA,NA,NA
"CB000007000105",NA,NA,NA,NA
"CB000007000105",NA,NA,NA,NA
"CB000007000105",NA,NA,NA,NA
"CB000007000108",NA,NA,NA,NA
"CB000007000100",NA,NA,NA,NA
"CB00085200082A",NA,NA,NA,NA
"CB000007000109",NA,NA,NA,NA
"CB000007000100",NA,NA,NA,NA
"CB000007000100",NA,NA,NA,NA
"CB000B07000028",NA,NA,NA,NA
"CB000B07000027",NA,NA,NA,NA
"CB000B07000027",NA,NA,NA,NA
"CB000B07000027",NA,NA,NA,NA
"CB000B07000027",NA,NA,NA,NA
"CB000B07000024",NA,NA,NA,NA
"CB000B07000022",NA,NA,NA,NA
"CB000B07000022",NA,NA,NA,NA
"CB000B08000007",NA,NA,NA,NA
"CB000B08000007",NA,NA,NA,NA
"CB000B08000007",NA,NA,NA,NA
"CB000B0800006B",NA,NA,NA,NA
"CB000B08000010",NA,NA,NA,NA
"CB000B05000026",NA,NA,NA,NA
"CB000B05000026",NA,NA,NA,NA
"CB000B05000026",NA,NA,NA,NA
"CB000B05000026",NA,NA,NA,NA
"CB000B0500011B",NA,NA,NA,NA
"CB000B0500001A",NA,NA,NA,NA
"CB000B07000024",NA,NA,NA,NA
"CB000B05000007",NA,NA,NA,NA
"CB000B05000007",NA,NA,NA,NA
"CB000B05000007",NA,NA,NA,NA
"CB000B05000010",NA,NA,NA,NA
"CB000B05000010",NA,NA,NA,NA
"CB000B05000010",NA,NA,NA,NA
"CB000751000020",NA,NA,NA,NA
"CB00075200006A",NA,NA,NA,NA
"CB000751000020",NA,NA,NA,NA
"CB000751000020",NA,NA,NA,NA
"CB000751000020",NA,NA,NA,NA
"CB000751000020",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB000B07000019",NA,NA,NA,NA
"CB00075200004A",NA,NA,NA,NA
"CB000752000004",NA,NA,NA,NA
"CB000B03000002",NA,NA,NA,NA
"CB000B03000002",NA,NA,NA,NA
"CB000B03000002",NA,NA,NA,NA
"CB000B03000002",NA,NA,NA,NA
"CB000B03000005",NA,NA,NA,NA
"CB000B0500011A",NA,NA,NA,NA
"CB000B05000011",NA,NA,NA,NA
"CB00084900190A",NA,NA,NA,NA
"CB00084900190A",NA,NA,NA,NA
"CB000849000190",NA,NA,NA,NA
"CB000849000190",NA,NA,NA,NA
"CB000849000190",NA,NA,NA,NA
"CB000852000080",NA,NA,NA,NA
"CB000852000082",NA,NA,NA,NA
"CB000B05000006",NA,NA,NA,NA
"CB000B05000006",NA,NA,NA,NA
"CB000B05000006",NA,NA,NA,NA
"CB000B05000006",NA,NA,NA,NA
"CB000B05000006",NA,NA,NA,NA
"CB000B05000008",NA,NA,NA,NA
"CB000B05000008",NA,NA,NA,NA
